gene	in_raghunath	in_baxter	in_gwas	in_bajpai	n_studies	chrom	start	end	strand	ensembl_id	coord_source	reference_genome
INTS6	0	0	0	1	1	13	51354077	51454264	-	ENSG00000102786	mygene.info	GRCh38
ATP7B	0	1	0	0	1	13	51930436	52012166	-	ENSG00000123191	mygene.info	GRCh38
UCHL3	0	1	0	0	1	13	75549483	75607472	+	ENSG00000118939	mygene.info	GRCh38
MYCBP2	0	1	0	0	1	13	77042474	77327094	-	ENSG00000005810	mygene.info	GRCh38
SLAIN1	0	0	1	1	2	13	77697687	77764242	+	ENSG00000139737	mygene.info	GRCh38
EDNRB	1	1	0	0	2	chr13	77885481	77985529			gene_regions_bed	GRCh38
DCT	1	1	0	1	3	chr13	94426811	94489682			gene_regions_bed	GRCh38
ZIC2	0	1	0	0	1	13	99981784	99986765	+	ENSG00000043355	mygene.info	GRCh38
ERCC5	0	1	0	0	1	13	102845831	102875995	+	ENSG00000134899	mygene.info	GRCh38
F7	1	0	0	0	1	chr13	113095762	113130685			gene_regions_bed	GRCh38
F10	1	0	0	0	1	chr13	113112788	113159531			gene_regions_bed	GRCh38
CHD8	0	0	0	1	1	14	21385194	21456126	-	ENSG00000100888	mygene.info	GRCh38
TINF2	0	1	0	0	1	14	24238286	24242663	-	ENSG00000284915	mygene.info	GRCh38
RABGGTA	0	1	0	0	1	14	24265538	24271611	-	ENSG00000100949	mygene.info	GRCh38
ADCY4	1	0	0	0	1	chr14	24308349	24345093			gene_regions_bed	GRCh38
SPTSSA	0	0	0	1	1	14	34432788	34462240	-	ENSG00000165389	mygene.info	GRCh38
PNN	0	1	0	0	1	14	39175163	39183220	+	ENSG00000100941	mygene.info	GRCh38
PTGER2	1	0	0	0	1	chr14	52304305	52339822			gene_regions_bed	GRCh38
EXOC5	0	1	0	0	1	14	57200507	57268974	-	ENSG00000070367	mygene.info	GRCh38
SIX6	0	1	0	0	1	14	60509146	60512850	+	ENSG00000184302	mygene.info	GRCh38
PRKCH	1	0	0	0	1	chr14	61177559	61560980			gene_regions_bed	GRCh38
HIF1A	1	0	0	0	1	chr14	61685456	61758263			gene_regions_bed	GRCh38
SYNE2	0	0	1	0	1	14	63761899	64226433	+	ENSG00000054654	mygene.info	GRCh38
ZBTB1	0	0	0	1	1	14	64502152	64533690	+	ENSG00000126804	mygene.info	GRCh38
SRSF5	0	0	0	1	1	14	69726893	69773904	+	ENSG00000100650	mygene.info	GRCh38
PSEN1	0	1	0	0	1	14	73136418	73223691	+	ENSG00000080815	mygene.info	GRCh38
TMED10	0	0	0	1	1	14	75131443	75176652	-	ENSG00000170348	mygene.info	GRCh38
FOS	1	0	0	0	1	chr14	75268826	75293190			gene_regions_bed	GRCh38
SPTLC2	1	0	0	1	2	chr14	77495997	77626672			gene_regions_bed	GRCh38
DIO2	0	1	0	0	1	14	80197526	80387757	-	ENSG00000211448	mygene.info	GRCh38
TSHR	0	1	0	0	1	14	80954989	81146306	+	ENSG00000165409	mygene.info	GRCh38
PTPN21	0	1	0	0	1	14	88465778	88555013	-	ENSG00000070778	mygene.info	GRCh38
TTC8	0	1	0	0	1	14	88824153	88881078	+	ENSG00000165533	mygene.info	GRCh38
SLC24A4	0	0	1	1	2	14	92322581	92501481	+	ENSG00000140090	mygene.info	GRCh38
CCNK	0	0	0	1	1	14	99481169	99535044	+	ENSG00000090061	mygene.info	GRCh38
YY1	0	1	0	0	1	14	100238298	100282788	+	ENSG00000100811	mygene.info	GRCh38
DYNC1H1	0	1	0	0	1	14	101964573	102056443	+	ENSG00000197102	mygene.info	GRCh38
MARK3	0	0	1	0	1	14	103385361	103503831	+	ENSG00000075413	mygene.info	GRCh38
AKT1	1	0	0	0	1	chr14	104759348	104809934			gene_regions_bed	GRCh38
OCA2	1	1	1	1	4	chr15	27744874	28109664			gene_regions_bed	GRCh38
HERC2	0	0	1	0	1	15	28111040	28322179	-	ENSG00000276802	mygene.info	GRCh38
GOLGA8M	0	0	0	1	1	15	28698583	28738384	-	ENSG00000188626	mygene.info	GRCh38
APBA2	0	0	1	0	1	15	28884449	29118317	+	ENSG00000034053	mygene.info	GRCh38
TJP1	0	1	0	0	1	15	29699367	29968915	-	ENSG00000277401	mygene.info	GRCh38
TRPM1	0	1	0	0	1	15	31001065	31161160	-	ENSG00000274965	mygene.info	GRCh38
SPRED1	0	1	0	0	1	15	38252139	38357249	+	ENSG00000166068	mygene.info	GRCh38
VPS18	0	1	0	1	2	15	40894415	40903975	+	ENSG00000104142	mygene.info	GRCh38
RTF1	0	1	0	0	1	15	41408408	41483563	+	ENSG00000137815	mygene.info	GRCh38
LTK	0	1	0	0	1	15	41503634	41513887	-	ENSG00000062524	mygene.info	GRCh38
VPS39	0	1	0	1	2	15	42158701	42208326	-	ENSG00000166887	mygene.info	GRCh38
CTDSPL2	0	0	0	1	1	15	44427599	44529038	+	ENSG00000137770	mygene.info	GRCh38
SLC30A4	0	1	0	0	1	15	45479606	45522829	-	ENSG00000104154	mygene.info	GRCh38
BLOC1S6	0	1	0	1	2	15	45587214	45615945	+	ENSG00000104164	mygene.info	GRCh38
SLC24A5	0	1	1	1	3	15	48120990	48142672	+	ENSG00000188467	mygene.info	GRCh38
TRPM7	0	1	0	0	1	15	50552473	50686797	-	ENSG00000092439	mygene.info	GRCh38
DMXL2	0	1	0	0	1	15	51447711	51622981	-	ENSG00000104093	mygene.info	GRCh38
LEO1	0	1	0	0	1	15	51938025	51971791	-	ENSG00000166477	mygene.info	GRCh38
MYO5A	0	1	0	0	1	15	52307281	52529132	-	ENSG00000197535	mygene.info	GRCh38
RAB27A	0	1	0	1	2	15	55202966	55319113	-	ENSG00000069974	mygene.info	GRCh38
ADAM10	0	1	0	0	1	15	58588809	58749842	-	ENSG00000137845	mygene.info	GRCh38
ANXA2	0	1	0	0	1	15	60347134	60402883	-	ENSG00000182718	mygene.info	GRCh38
USP3	0	1	0	0	1	15	63504501	63594640	+	ENSG00000140455	mygene.info	GRCh38
RAB11A	0	1	0	0	1	15	65726054	65891989	+	ENSG00000103769	mygene.info	GRCh38
MAP2K1	1	1	0	0	2	chr15	66376825	66501656			gene_regions_bed	GRCh38
BBS4	0	1	0	0	1	15	72686186	72742006	+	ENSG00000140463	mygene.info	GRCh38
CYP11A1	0	1	0	0	1	15	74337746	74367680	-	ENSG00000140459	mygene.info	GRCh38
CSK	0	0	0	1	1	15	74782055	74803198	+	ENSG00000103653	mygene.info	GRCh38
COMMD4	0	0	0	1	1	15	75336009	75343224	+	ENSG00000140365	mygene.info	GRCh38
CIB2	0	1	0	0	1	15	78104606	78131535	-	ENSG00000136425	mygene.info	GRCh38
WDR73	0	1	0	0	1	15	84639285	84654343	-	ENSG00000177082	mygene.info	GRCh38
FANCI	0	1	0	0	1	15	89243854	89318091	+	ENSG00000140525	mygene.info	GRCh38
POLG	0	1	0	0	1	15	89305198	89334861	-	ENSG00000140521	mygene.info	GRCh38
MESP1	0	1	0	0	1	15	89749875	89751249	-	ENSG00000166823	mygene.info	GRCh38
AP3S2	0	1	0	0	1	15	89830599	89894638	-	ENSG00000157823	mygene.info	GRCh38
BLM	0	1	0	0	1	15	90717340	90816166	+	ENSG00000197299	mygene.info	GRCh38
SV2B	0	0	1	0	1	15	91099869	91302565	+	ENSG00000185518	mygene.info	GRCh38
TPSAB1	1	0	0	0	1	chr16	1229266	1252555			gene_regions_bed	GRCh38
CLCN7	0	1	0	0	1	16	1444934	1475104	-	ENSG00000103249	mygene.info	GRCh38
TSC2	0	1	0	0	1	16	2047345	2089491	+	ENSG00000103197	mygene.info	GRCh38
ATP6V0C	0	1	0	0	1	16	2513713	2520218	+	ENSG00000185883	mygene.info	GRCh38
PDPK1	1	0	0	0	1	chr16	2527978	2613190			gene_regions_bed	GRCh38
CREBBP	0	0	0	1	1	16	3725054	3880713	-	ENSG00000005339	mygene.info	GRCh38
MGRN1	0	1	0	0	1	16	4616493	4690977	+	ENSG00000102858	mygene.info	GRCh38
USP7	0	1	0	0	1	16	8892097	8975328	-	ENSG00000187555	mygene.info	GRCh38
ERCC4	0	1	0	0	1	16	13920138	13952348	+	ENSG00000175595	mygene.info	GRCh38
PARN	0	1	0	0	1	16	14435699	14632728	-	ENSG00000274829	mygene.info	GRCh38
ARL6IP1	0	1	0	0	1	16	18791609	18801572	-	ENSG00000170540	mygene.info	GRCh38
PALB2	0	1	0	0	1	16	23603160	23641321	-	ENSG00000083093	mygene.info	GRCh38
PRKCB	1	0	0	0	1	chr16	23825959	24230611			gene_regions_bed	GRCh38
RBBP6	0	0	0	1	1	16	24537693	24572863	+	ENSG00000122257	mygene.info	GRCh38
CLN3	0	0	0	1	1	16	28474111	28495575	-	ENSG00000188603	mygene.info	GRCh38
EIF3C	0	1	0	0	1	16	28688558	28735730	+	ENSG00000184110	mygene.info	GRCh38
HIRIP3	0	1	0	0	1	16	29992330	29996120	-	ENSG00000149929	mygene.info	GRCh38
INO80E	0	1	0	0	1	16	29995715	30005793	+	ENSG00000169592	mygene.info	GRCh38
ALDOA	0	1	0	0	1	16	30064164	30070457	+	ENSG00000149925	mygene.info	GRCh38
PPP4C	0	1	0	0	1	16	30075967	30085385	+	ENSG00000149923	mygene.info	GRCh38
MAPK3	1	1	0	0	2	chr16	30104105	30133506			gene_regions_bed	GRCh38
GDPD3	0	1	0	0	1	16	30104810	30113537	-	ENSG00000102886	mygene.info	GRCh38
CORO1A	0	1	0	0	1	16	30182817	30189085	+	ENSG00000102879	mygene.info	GRCh38
TBC1D10B	0	1	0	0	1	16	30357102	30370529	-	ENSG00000169221	mygene.info	GRCh38
VPS35	0	0	0	1	1	16	46656132	46689518	-	ENSG00000069329	mygene.info	GRCh38
SIAH1	0	0	0	1	1	16	48356364	48448402	-	ENSG00000196470	mygene.info	GRCh38
FTO	0	1	0	0	1	16	53701692	54158512	+	ENSG00000140718	mygene.info	GRCh38
BBS2	0	1	0	0	1	16	56465640	56582667	-	ENSG00000125124	mygene.info	GRCh38
USB1	0	1	0	0	1	16	57999546	58021618	+	ENSG00000103005	mygene.info	GRCh38
CDH11	0	1	0	0	1	16	64943753	65126112	-	ENSG00000140937	mygene.info	GRCh38
ATP6V0D1	0	1	0	0	1	16	67438005	67481188	-	ENSG00000159720	mygene.info	GRCh38
ACD	0	1	0	0	1	16	67657512	67660810	-	ENSG00000102977	mygene.info	GRCh38
CDH3	0	1	0	0	1	16	68636189	68727468	+	ENSG00000062038	mygene.info	GRCh38
TERF2	0	1	0	0	1	16	69355464	69408571	-	ENSG00000132604	mygene.info	GRCh38
VAC14	0	1	0	0	1	16	70687439	70801173	-	ENSG00000103043	mygene.info	GRCh38
CMTR2	0	0	0	1	1	16	71281389	71289715	-	ENSG00000180917	mygene.info	GRCh38
AP1G1	0	0	0	1	1	16	71729000	71809201	-	ENSG00000166747	mygene.info	GRCh38
TERF2IP	0	1	0	0	1	16	75647765	75761872	+	ENSG00000166848	mygene.info	GRCh38
MBTPS1	0	1	0	0	1	16	84053761	84116942	-	ENSG00000140943	mygene.info	GRCh38
USP10	0	1	0	0	1	16	84699971	84779926	+	ENSG00000103194	mygene.info	GRCh38
SPATA33	0	0	1	0	1	16	89657740	89671272	+	ENSG00000167523	mygene.info	GRCh38
CDK10	0	0	1	0	1	16	89680737	89696369	+	ENSG00000185324	mygene.info	GRCh38
FANCA	0	1	1	0	2	16	89726683	89816977	-	ENSG00000187741	mygene.info	GRCh38
SPIRE2	0	0	1	0	1	16	89818179	89871319	+	ENSG00000204991	mygene.info	GRCh38
TCF25	0	0	1	0	1	16	89873566	89913627	+	ENSG00000141002	mygene.info	GRCh38
MC1R	1	1	1	0	3	chr16	89902119	89930977			gene_regions_bed	GRCh38
TUBB3	0	0	1	0	1	16	89921392	89938761	+	ENSG00000258947	mygene.info	GRCh38
DEF8	0	0	1	0	1	16	89948127	89968066	+	ENSG00000140995	mygene.info	GRCh38
AFG3L1P	0	0	1	0	1	16	89972581	90002161	+	ENSG00000293510	mygene.info	GRCh38
YWHAE	0	1	0	0	1	17	1344275	1400255	-	ENSG00000274474	mygene.info	GRCh38
RILP	0	1	0	0	1	17	1646143	1650077	-	ENSG00000274145	mygene.info	GRCh38
WDR81	0	0	0	1	1	17	1716523	1738599	+	ENSG00000276021	mygene.info	GRCh38
SGSM2	0	1	0	0	1	17	2337492	2381058	+	ENSG00000141258	mygene.info	GRCh38
MNT	0	0	0	1	1	17	2384073	2401142	-	ENSG00000070444	mygene.info	GRCh38
PAFAH1B1	0	1	0	0	1	17	2593183	2685616	+	ENSG00000007168	mygene.info	GRCh38
CTNS	0	1	0	0	1	17	3636459	3663103	+	ENSG00000040531	mygene.info	GRCh38
NUP88	0	1	0	0	1	17	5359668	5420164	-	ENSG00000108559	mygene.info	GRCh38
GPS2	0	0	0	1	1	17	7311324	7315564	-	ENSG00000288325	mygene.info	GRCh38
TP53	1	1	0	0	2	chr17	7651779	7697546			gene_regions_bed	GRCh38
WRAP53	0	1	0	0	1	17	7686071	7703505	+	ENSG00000141499	mygene.info	GRCh38
CTC1	0	1	0	0	1	17	8224815	8248058	-	ENSG00000178971	mygene.info	GRCh38
PFAS	0	1	0	0	1	17	8247618	8270491	+	ENSG00000178921	mygene.info	GRCh38
USP43	0	1	0	0	1	17	9644663	9729693	+	ENSG00000154914	mygene.info	GRCh38
GAS7	0	1	0	0	1	17	9910606	10198853	-	ENSG00000007237	mygene.info	GRCh38
MAP2K4	1	0	0	0	1	chr17	12010828	12153830			gene_regions_bed	GRCh38
NCOR1	0	0	0	1	1	17	16029065	16218185	-	ENSG00000141027	mygene.info	GRCh38
MAP2K3	1	0	0	0	1	chr17	21274672	21325240			gene_regions_bed	GRCh38
NOS2	1	0	0	0	1	chr17	27746766	27810758			gene_regions_bed	GRCh38
FOXN1	0	1	0	0	1	17	28506243	28538900	+	ENSG00000109101	mygene.info	GRCh38
SUPT6H	0	1	0	0	1	17	28661929	28702682	+	ENSG00000109111	mygene.info	GRCh38
TAOK1	0	0	0	1	1	17	29390351	29551903	+	ENSG00000160551	mygene.info	GRCh38
NF1	0	1	0	0	1	17	31094927	31382116	+	ENSG00000196712	mygene.info	GRCh38
CDK12	0	0	0	1	1	17	39461437	39567559	+	ENSG00000167258	mygene.info	GRCh38
THRA	0	1	0	0	1	17	40058290	40093867	+	ENSG00000126351	mygene.info	GRCh38
KRT27	0	1	0	0	1	17	40776808	40782550	-	ENSG00000171446	mygene.info	GRCh38
KRT9	0	1	0	0	1	17	41565836	41572059	-	ENSG00000171403	mygene.info	GRCh38
KRT14	0	1	0	0	1	17	41582279	41586895	-	ENSG00000186847	mygene.info	GRCh38
KRT17	0	1	0	0	1	17	41619437	41624842	-	ENSG00000128422	mygene.info	GRCh38
STAT3	1	0	0	0	1	chr17	42303324	42398568			gene_regions_bed	GRCh38
BRCA1	0	1	0	0	1	17	43044292	43170245	-	ENSG00000012048	mygene.info	GRCh38
MEOX1	0	1	0	0	1	17	43640389	43661922	-	ENSG00000005102	mygene.info	GRCh38
HEXIM1	0	1	0	0	1	17	45148475	45152099	+	ENSG00000186834	mygene.info	GRCh38
MAP3K14	1	0	0	0	1	17	45263119	45317112	-	ENSG00000006062	mygene.info	GRCh38
NSF	0	1	0	0	1	17	46590669	46757679	+	ENSG00000276262	mygene.info	GRCh38
SP6	0	0	1	0	1	17	47844908	47855874	-	ENSG00000189120	mygene.info	GRCh38
HOXB7	0	1	0	0	1	17	48607232	48633572	-	ENSG00000260027	mygene.info	GRCh38
DLX4	0	0	1	0	1	17	49968588	49974959	+	ENSG00000108813	mygene.info	GRCh38
ITGA3	0	1	0	0	1	17	50055968	50090485	+	ENSG00000005884	mygene.info	GRCh38
SPAG9	0	1	0	0	1	17	50962174	51120926	-	ENSG00000008294	mygene.info	GRCh38
AKAP1	0	0	1	0	1	17	57085092	57121349	+	ENSG00000121057	mygene.info	GRCh38
BRIP1	0	1	0	0	1	17	61679139	61863561	-	ENSG00000136492	mygene.info	GRCh38
TACO1	0	1	0	0	1	17	63600882	63608365	+	ENSG00000136463	mygene.info	GRCh38
WIPI1	0	1	0	0	1	17	68420948	68457520	-	ENSG00000070540	mygene.info	GRCh38
PRKAR1A	0	1	0	0	1	17	68511780	68551319	+	ENSG00000108946	mygene.info	GRCh38
MAP2K6	1	0	0	0	1	chr17	69404683	69563865			gene_regions_bed	GRCh38
SOX9	0	1	0	0	1	17	72121020	72126416	+	ENSG00000125398	mygene.info	GRCh38
RPL38	0	1	0	0	1	17	74202841	74210655	+	ENSG00000172809	mygene.info	GRCh38
RHBDF2	0	1	0	0	1	17	76470891	76501790	-	ENSG00000129667	mygene.info	GRCh38
USP36	0	1	0	0	1	17	78787381	78841441	-	ENSG00000055483	mygene.info	GRCh38
CEP131	0	1	0	0	1	17	81189592	81223014	-	ENSG00000141577	mygene.info	GRCh38
TSPAN10	0	0	1	0	1	17	81637171	81648754	+	ENSG00000182612	mygene.info	GRCh38
TBCD	0	1	0	0	1	17	82751855	82945918	+	ENSG00000141556	mygene.info	GRCh38
TYMS	0	1	0	0	1	18	657515	676613	+	ENSG00000176890	mygene.info	GRCh38
SMCHD1	0	1	0	0	1	18	2655668	2805017	+	ENSG00000101596	mygene.info	GRCh38
AFG3L2	0	1	0	0	1	18	12328932	12377473	-	ENSG00000141385	mygene.info	GRCh38
MC2R	0	1	0	0	1	18	13882043	13915707	-	ENSG00000185231	mygene.info	GRCh38
MIB1	0	1	0	0	1	18	21704957	21870953	+	ENSG00000101752	mygene.info	GRCh38
CDH2	1	1	0	0	2	chr18	27922879	28187946			gene_regions_bed	GRCh38
DSG4	0	1	0	0	1	18	31376777	31414912	+	ENSG00000175065	mygene.info	GRCh38
EPG5	0	1	0	0	1	18	45800581	45967340	-	ENSG00000152223	mygene.info	GRCh38
IER3IP1	0	1	0	0	1	18	47152834	47176381	-	ENSG00000134049	mygene.info	GRCh38
RPL17-C18ORF32	0	0	0	1	1	18	49481681	49492479	-	ENSG00000215472	mygene.info	GRCh38
RAX	0	1	0	0	1	18	59267035	59274086	-	ENSG00000134438	mygene.info	GRCh38
CPLX4	0	1	0	0	1	18	59275156	59318649	-	ENSG00000166569	mygene.info	GRCh38
PMAIP1	1	0	0	0	1	chr18	59889644	59914305			gene_regions_bed	GRCh38
BCL2	1	1	0	0	2	chr18	63113346	63330128			gene_regions_bed	GRCh38
STK11	0	1	0	0	1	19	1177558	1228431	+	ENSG00000118046	mygene.info	GRCh38
AP3D1	0	1	0	1	2	19	2100982	2164468	-	ENSG00000065000	mygene.info	GRCh38
GNA11	0	1	0	0	1	19	3094362	3123999	+	ENSG00000088256	mygene.info	GRCh38
MFSD12	0	1	1	0	2	19	3538261	3574290	-	ENSG00000161091	mygene.info	GRCh38
MAP2K2	1	1	0	0	2	chr19	4080317	4134216			gene_regions_bed	GRCh38
SIRT6	0	0	0	1	1	19	4174109	4182599	-	ENSG00000077463	mygene.info	GRCh38
MPND	0	1	0	0	1	19	4343527	4360086	+	ENSG00000008382	mygene.info	GRCh38
SAFB	0	0	0	1	1	19	5623035	5668478	+	ENSG00000160633	mygene.info	GRCh38
MAP2K7	1	0	0	0	1	chr19	7893843	7924480			gene_regions_bed	GRCh38
RAB11B	0	1	0	0	1	19	8389981	8405873	+	ENSG00000185236	mygene.info	GRCh38
EIF3G	0	1	0	0	1	19	10115010	10119951	-	ENSG00000130811	mygene.info	GRCh38
ICAM1	1	0	0	0	1	chr19	10261093	10296615			gene_regions_bed	GRCh38
DNM2	0	1	0	0	1	19	10717974	10833504	+	ENSG00000079805	mygene.info	GRCh38
SMARCA4	0	1	0	0	1	19	10960824	11079426	+	ENSG00000127616	mygene.info	GRCh38
PRKACA	1	0	0	0	1	chr19	14081688	14128084			gene_regions_bed	GRCh38
PTGER1	1	0	0	0	1	chr19	14462466	14487272			gene_regions_bed	GRCh38
RAB8A	0	1	0	0	1	19	16111843	16134234	+	ENSG00000167461	mygene.info	GRCh38
AP1M1	0	0	0	1	1	19	16197854	16245906	+	ENSG00000072958	mygene.info	GRCh38
GTPBP3	0	1	0	0	1	19	17334920	17342735	+	ENSG00000130299	mygene.info	GRCh38
UQCRFS1	0	1	0	0	1	19	29205320	29213151	-	ENSG00000169021	mygene.info	GRCh38
ANKRD27	0	0	0	1	1	19	32597000	32676597	-	ENSG00000105186	mygene.info	GRCh38
PEPD	0	1	0	0	1	19	33386950	33521823	-	ENSG00000124299	mygene.info	GRCh38
KCTD15	0	1	0	0	1	19	33795933	33815763	+	ENSG00000153885	mygene.info	GRCh38
USF2	0	1	0	1	2	19	35268962	35279821	+	ENSG00000105698	mygene.info	GRCh38
PSENEN	0	1	0	1	2	19	35745070	35747519	+	ENSG00000205155	mygene.info	GRCh38
RYR1	1	0	0	0	1	chr19	38423691	38605273			gene_regions_bed	GRCh38
SUPT5H	0	1	0	0	1	19	39436156	39476670	+	ENSG00000196235	mygene.info	GRCh38
RPS19	0	1	0	0	1	19	41860255	41872925	+	ENSG00000105372	mygene.info	GRCh38
ZNF428	0	0	0	1	1	19	43607223	43619639	-	ENSG00000131116	mygene.info	GRCh38
TRAPPC6A	0	1	0	0	1	19	45162928	45178265	-	ENSG00000007255	mygene.info	GRCh38
BLOC1S3	0	1	0	1	2	19	45178745	45216933	+	ENSG00000189114	mygene.info	GRCh38
ERCC2	0	1	0	0	1	19	45349773	45370918	-	ENSG00000104884	mygene.info	GRCh38
ZC3H4	0	0	0	1	1	19	47064187	47113776	-	ENSG00000130749	mygene.info	GRCh38
BBC3	1	0	0	0	1	chr19	47210822	47243019			gene_regions_bed	GRCh38
BAX	1	0	0	0	1	chr19	48944815	48971798			gene_regions_bed	GRCh38
RUVBL2	0	1	0	0	1	19	48993562	49015983	+	ENSG00000183207	mygene.info	GRCh38
ATRN	0	1	0	0	1	20	3471018	3651118	+	ENSG00000088812	mygene.info	GRCh38
MKKS	0	1	0	0	1	20	10401009	10434222	-	ENSG00000125863	mygene.info	GRCh38
DZANK1	0	1	0	0	1	20	18383361	18467332	-	ENSG00000089091	mygene.info	GRCh38
NINL	0	1	0	0	1	20	25451594	25585586	-	ENSG00000101004	mygene.info	GRCh38
BCL2L1	1	0	0	0	1	chr20	31654452	31733989			gene_regions_bed	GRCh38
POFUT1	0	1	0	0	1	20	32207851	32238658	+	ENSG00000101346	mygene.info	GRCh38
RALY	0	0	1	0	1	20	33993632	34108308	+	ENSG00000125970	mygene.info	GRCh38
ASIP	0	1	1	0	2	20	34194569	34269346	+	ENSG00000101440	mygene.info	GRCh38
AHCY	0	1	0	0	1	20	34280268	34311802	-	ENSG00000101444	mygene.info	GRCh38
MAP1LC3A	0	1	0	0	1	20	34546838	34560357	+	ENSG00000101460	mygene.info	GRCh38
PIGU	0	0	1	0	1	20	34560542	34698790	-	ENSG00000101464	mygene.info	GRCh38
SRC	1	1	0	0	2	chr20	37334673	37416050			gene_regions_bed	GRCh38
MAFB	0	1	0	0	1	20	40685848	40689236	-	ENSG00000204103	mygene.info	GRCh38
SDC4	0	1	0	0	1	20	45325288	45348425	-	ENSG00000124145	mygene.info	GRCh38
TFAP2C	0	1	0	0	1	20	56629306	56639283	+	ENSG00000087510	mygene.info	GRCh38
GNAS	0	1	0	0	1	20	58839718	58911192	+	ENSG00000087460	mygene.info	GRCh38
ZNF831	0	0	1	0	1	20	59123381	59259113	+	ENSG00000124203	mygene.info	GRCh38
EDN3	0	1	0	0	1	20	59300415	59325992	+	ENSG00000124205	mygene.info	GRCh38
TAF4	0	1	0	0	1	20	61953469	62065881	-	ENSG00000280529	mygene.info	GRCh38
SOX18	0	1	0	0	1	20	64047582	64049639	-	ENSG00000203883	mygene.info	GRCh38
HSPA13	0	0	0	1	1	21	14371115	14383484	-	ENSG00000155304	mygene.info	GRCh38
SCAF4	0	0	0	1	1	21	31670804	31732184	-	ENSG00000156304	mygene.info	GRCh38
MRAP	0	1	0	0	1	21	32291813	32314784	+	ENSG00000170262	mygene.info	GRCh38
GART	0	1	0	0	1	21	33503371	33543524	-	ENSG00000262473	mygene.info	GRCh38
DYRK1A	0	0	0	1	1	21	37365573	37526358	+	ENSG00000157540	mygene.info	GRCh38
BACE2	0	1	0	1	2	21	41167801	41282530	+	ENSG00000182240	mygene.info	GRCh38
PKNOX1	0	1	0	0	1	21	42974328	43034475	+	ENSG00000160199	mygene.info	GRCh38
CBS	0	1	0	0	1	21	43050900	43076943	-	ENSG00000160200	mygene.info	GRCh38
SIK1	0	0	1	0	1	21	43414483	43427131	-	ENSG00000142178	mygene.info	GRCh38
COL6A2	0	1	0	0	1	21	46096722	46132851	+	ENSG00000142173	mygene.info	GRCh38
PCNT	0	1	0	0	1	21	46324124	46445769	+	ENSG00000160299	mygene.info	GRCh38
BID	1	0	0	0	1	chr22	17724138	17784770			gene_regions_bed	GRCh38
SNAP29	0	1	0	0	1	22	20858537	20891214	+	ENSG00000099940	mygene.info	GRCh38
MAPK1	1	0	0	0	1	chr22	21745537	21877680			gene_regions_bed	GRCh38
RAB36	0	1	0	0	1	22	23145366	23165663	+	ENSG00000100228	mygene.info	GRCh38
SLC2A11	0	1	0	0	1	22	23856703	23886312	+	ENSG00000275744	mygene.info	GRCh38
GGT1	0	1	0	0	1	22	24594684	24629011	+	ENSG00000100031	mygene.info	GRCh38
GRK3	0	1	0	0	1	22	25564432	25729294	+	ENSG00000100077	mygene.info	GRCh38
HPS4	0	1	0	1	2	22	26443107	26483931	-	ENSG00000100099	mygene.info	GRCh38
NF2	0	0	0	1	1	22	29603546	29698598	+	ENSG00000186575	mygene.info	GRCh38
ASCC2	0	0	0	1	1	22	29788608	29838304	-	ENSG00000100325	mygene.info	GRCh38
TBC1D10A	0	1	0	0	1	22	30291990	30326947	-	ENSG00000099992	mygene.info	GRCh38
MYH9	0	1	0	0	1	22	36281279	36388010	-	ENSG00000100345	mygene.info	GRCh38
IFT27	0	1	0	0	1	22	36758202	36776309	-	ENSG00000100360	mygene.info	GRCh38
TMPRSS6	0	1	0	0	1	22	37065005	37110890	-	ENSG00000187045	mygene.info	GRCh38
SOX10	1	1	0	0	2	chr22	37960686	37997422			gene_regions_bed	GRCh38
EP300	0	0	0	1	1	22	41091816	41180077	+	ENSG00000100393	mygene.info	GRCh38
KIAA0930	0	0	1	0	1	22	45192244	45240944	-	ENSG00000100364	mygene.info	GRCh38
PLXNB2	0	1	1	0	2	22	50274978	50307695	-	ENSG00000196576	mygene.info	GRCh38
DHRSX	0	1	0	0	1	X	2219506	2502805	-	ENSG00000292338	mygene.info	GRCh38
GPR143	0	1	0	1	2	X	9724039	9786297	-	ENSG00000101850	mygene.info	GRCh38
SHROOM2	0	1	0	0	1	X	9786429	9949443	+	ENSG00000146950	mygene.info	GRCh38
RAB9A	0	1	0	1	2	X	13689122	13710504	+	ENSG00000123595	mygene.info	GRCh38
POLA1	0	1	0	0	1	X	24693864	24996986	+	ENSG00000101868	mygene.info	GRCh38
NR0B1	0	1	0	0	1	X	30304206	30309390	-	ENSG00000169297	mygene.info	GRCh38
RPGR	0	1	0	0	1	X	38269163	38327544	-	ENSG00000156313	mygene.info	GRCh38
ATP6AP2	0	1	0	0	1	X	40579372	40606848	+	ENSG00000182220	mygene.info	GRCh38
MED14	0	1	0	0	1	X	40648305	40735877	-	ENSG00000180182	mygene.info	GRCh38
USP9X	0	1	0	0	1	X	41085431	41236579	+	ENSG00000124486	mygene.info	GRCh38
DDX3X	0	1	0	0	1	X	41333348	41364472	+	ENSG00000215301	mygene.info	GRCh38
ELK1	1	0	0	0	1	chrX	47621621	47660604			gene_regions_bed	GRCh38
UXT	0	1	0	0	1	X	47651792	47659187	-	ENSG00000126756	mygene.info	GRCh38
OTUD5	0	1	0	0	1	X	48922024	48958386	-	ENSG00000068308	mygene.info	GRCh38
